TIME_TO_INTERVAL,Power,Radiation,ClearSkyRadiation,Radiation(SDv3)(CWB),Radiation(SDv3)(IBM),Radiation(SDv3)(OWM),Radiation(MSM),Radiation(today)(CWB),Radiation(today)(IBM),Radiation(today)(OWM),WeatherType(CWB),WeatherType(pred)(CWB),WeatherType(IBM),WeatherType(pred)(IBM),WeatherType(OWM),WeatherType(pred)(OWM),ApparentTemperature(pred)[CWB],Temperature(pred)[CWB],RelativeHumidity(pred)[CWB],FeelsLikeTemperature(pred)[IBM],Temperature(pred)[IBM],RelativeHumidity(pred)[IBM],FeelsLikeTemperature(pred)[OWM],Temperature(pred)[OWM],RelativeHumidity(pred)[OWM]
2021-04-01 00:00:00,,,,,,,,,,,,,,,,,,,,24.0,24.0,88.0,23.720000000000034,23.460000000000036,71.0
2021-04-01 01:00:00,,,,,,,,,,,,,,,,,,,,,,,23.720000000000034,23.460000000000036,71.0
2021-04-01 02:00:00,,,,,,,,,,,,,,,,,,,,24.0,24.0,88.0,23.720000000000034,23.460000000000036,71.0
2021-04-01 03:00:00,,,,,,,,,,,,,,,,,,,,23.0,23.0,91.0,23.94,23.590000000000032,74.0
2021-04-01 04:00:00,,,,,,,,,,,,,,,,,,,,23.0,23.0,91.0,23.94,23.590000000000032,74.0
2021-04-01 05:00:00,,,,,,,,,,,,,,,,,,,,23.0,23.0,91.0,23.94,23.590000000000032,74.0
2021-04-01 06:00:00,,,,,,,,,,,,,,,,,26.0,23.0,88.0,24.0,23.0,92.0,23.370000000000005,23.0,77.0
2021-04-01 07:00:00,,,,,,,,,,,,,,,,,26.0,23.0,88.0,23.0,23.0,91.0,23.370000000000005,23.0,77.0
2021-04-01 08:00:00,,,,,,,,,,,,,,,,,26.0,23.0,88.0,25.0,24.0,89.0,23.370000000000005,23.0,77.0
2021-04-01 09:00:00,,,,,,,,,,,,,,,,,27.0,26.0,75.0,30.0,27.0,73.0,25.050000000000008,24.700000000000053,70.0
2021-04-01 10:00:00,,,,,,,,,,,,,,,,,27.0,26.0,75.0,28.0,25.0,83.0,25.050000000000008,24.700000000000053,70.0
2021-04-01 11:00:00,,,,,,,,,,,,,,,,,27.0,26.0,75.0,31.0,28.0,67.0,25.050000000000008,24.700000000000053,70.0
2021-04-01 12:00:00,,,,,,,,,,,,,,,,,30.0,29.0,69.0,33.0,30.0,59.0,28.27000000000004,27.090000000000032,61.0
2021-04-01 13:00:00,,,,,,,,,,,,,,,,,30.0,29.0,69.0,32.0,29.0,60.0,28.27000000000004,27.090000000000032,61.0
2021-04-01 14:00:00,,,,,,,,,,,,,,,,,30.0,29.0,69.0,33.0,30.0,57.0,28.27000000000004,27.090000000000032,61.0
2021-04-01 15:00:00,,,,,,,,,,,,,,,,,31.0,29.0,74.0,33.0,30.0,56.0,30.580000000000037,30.31,44.0
2021-04-01 16:00:00,,,,,,,,,,,,,,,,,31.0,29.0,74.0,34.0,30.0,57.0,30.580000000000037,30.31,44.0
2021-04-01 17:00:00,,,,,,,,,,,,,,,,,31.0,29.0,74.0,32.0,29.0,59.0,30.580000000000037,30.31,44.0
2021-04-01 18:00:00,,,,,,,,,,,,,,,,,,,,29.0,27.0,70.0,27.86000000000001,26.879999999999995,59.0
2021-04-01 19:00:00,,,,,,,,,,,,,,,,,,,,30.0,28.0,65.0,27.86000000000001,26.879999999999995,59.0
2021-04-01 20:00:00,,,,,,,,,,,,,,,,,,,,28.0,25.0,77.0,27.86000000000001,26.879999999999995,59.0
2021-04-01 21:00:00,,,,,,,,,,,,,,,,,,,,27.0,24.0,84.0,25.070000000000054,24.76000000000005,68.0
2021-04-01 22:00:00,,,,,,,,,,,,,,,,,,,,27.0,25.0,81.0,25.070000000000054,24.76000000000005,68.0
2021-04-01 23:00:00,,,,,,,,,,,,,,,,,,,,26.0,24.0,86.0,25.070000000000054,24.76000000000005,68.0
2021-04-02 00:00:00,,,,,,,,,,,,,,,,,,,,24.0,24.0,86.0,24.31,24.050000000000008,69.0
2021-04-02 01:00:00,,,,,,,,,,,,,,,,,,,,24.0,24.0,84.0,24.31,24.050000000000008,69.0
2021-04-02 02:00:00,,,,,,,,,,,,,,,,,,,,23.0,23.0,86.0,24.31,24.050000000000008,69.0
2021-04-02 03:00:00,,,,,,,,,,,,,,,,,,,,23.0,23.0,89.0,24.27000000000004,24.06,67.0
2021-04-02 04:00:00,,,,,,,,,,,,,,,,,,,,23.0,23.0,88.0,24.27000000000004,24.06,67.0
2021-04-02 05:00:00,,,,,,,,,,,,,,,,,,,,22.0,22.0,89.0,24.27000000000004,24.06,67.0
2021-04-02 06:00:00,,,,,,,,,,,,,,,,,25.0,23.0,85.0,23.0,22.0,90.0,23.350000000000023,23.150000000000034,70.0
2021-04-02 07:00:00,,,,,,,,,,,,,,,,,25.0,23.0,85.0,22.0,22.0,90.0,23.350000000000023,23.150000000000034,70.0
2021-04-02 08:00:00,,,,,,,,,,,,,,,,,25.0,23.0,85.0,25.0,24.0,82.0,23.350000000000023,23.150000000000034,70.0
2021-04-02 09:00:00,,,,,,,,,,,,,,,,,28.0,26.0,74.0,31.0,28.0,65.0,25.830000000000037,25.600000000000023,62.0
2021-04-02 10:00:00,,,,,,,,,,,,,,,,,28.0,26.0,74.0,28.0,26.0,77.0,25.830000000000037,25.600000000000023,62.0
2021-04-02 11:00:00,,,,,,,,,,,,,,,,,28.0,26.0,74.0,32.0,29.0,60.0,25.830000000000037,25.600000000000023,62.0
2021-04-02 12:00:00,,,,,,,,,,,,,,,,,31.0,30.0,65.0,34.0,31.0,54.0,29.850000000000023,28.960000000000036,52.0
2021-04-02 13:00:00,,,,,,,,,,,,,,,,,31.0,30.0,65.0,33.0,30.0,57.0,29.850000000000023,28.960000000000036,52.0
2021-04-02 14:00:00,,,,,,,,,,,,,,,,,31.0,30.0,65.0,34.0,31.0,55.0,29.850000000000023,28.960000000000036,52.0
2021-04-02 15:00:00,,,,,,,,,,,,,,,,,33.0,30.0,71.0,32.0,30.0,57.0,30.18000000000001,29.390000000000054,50.0
2021-04-02 16:00:00,,,,,,,,,,,,,,,,,33.0,30.0,71.0,33.0,30.0,55.0,30.18000000000001,29.390000000000054,50.0
2021-04-02 17:00:00,,,,,,,,,,,,,,,,,33.0,30.0,71.0,31.0,29.0,61.0,30.18000000000001,29.390000000000054,50.0
2021-04-02 18:00:00,,,,,,,,,,,,,,,,,,,,28.0,26.0,72.0,28.120000000000005,27.210000000000036,57.0
2021-04-02 19:00:00,,,,,,,,,,,,,,,,,,,,30.0,27.0,65.0,28.120000000000005,27.210000000000036,57.0
2021-04-02 20:00:00,,,,,,,,,,,,,,,,,,,,27.0,25.0,80.0,28.120000000000005,27.210000000000036,57.0
2021-04-02 21:00:00,,,,,,,,,,,,,,,,,,,,25.0,23.0,89.0,24.54000000000002,24.210000000000036,71.0
2021-04-02 22:00:00,,,,,,,,,,,,,,,,,,,,25.0,24.0,85.0,24.54000000000002,24.210000000000036,71.0
2021-04-02 23:00:00,,,,,,,,,,,,,,,,,,,,24.0,23.0,91.0,24.54000000000002,24.210000000000036,71.0
2021-04-03 00:00:00,,,,,,,,,,,,,,,,,,,,23.0,23.0,92.0,23.830000000000037,23.52000000000004,73.0
2021-04-03 01:00:00,,,,,,,,,,,,,,,,,,,,24.0,24.0,89.0,23.830000000000037,23.52000000000004,73.0
2021-04-03 02:00:00,,,,,,,,,,,,,,,,,,,,23.0,23.0,92.0,23.830000000000037,23.52000000000004,73.0
2021-04-03 03:00:00,,,,,,,,,,,,,,,,,,,,23.0,23.0,94.0,22.370000000000005,21.900000000000034,85.0
2021-04-03 04:00:00,,,,,,,,,,,,,,,,,,,,23.0,23.0,94.0,22.370000000000005,21.900000000000034,85.0
2021-04-03 05:00:00,,,,,,,,,,,,,,,,,,,,22.0,22.0,96.0,22.370000000000005,21.900000000000034,85.0
2021-04-03 06:00:00,,,,,,,,,,,,,,,,,25.0,23.0,87.0,23.0,22.0,92.0,22.120000000000005,21.68000000000001,85.0
2021-04-03 07:00:00,,,,,,,,,,,,,,,,,25.0,23.0,87.0,22.0,22.0,94.0,22.120000000000005,21.68000000000001,85.0
2021-04-03 08:00:00,,,,,,,,,,,,,,,,,25.0,23.0,87.0,24.0,23.0,88.0,22.120000000000005,21.68000000000001,85.0
2021-04-03 09:00:00,,,,,,,,,,,,,,,,,27.0,26.0,76.0,29.0,26.0,72.0,24.48000000000001,24.11000000000001,73.0
2021-04-03 10:00:00,,,,,,,,,,,,,,,,,27.0,26.0,76.0,26.0,24.0,83.0,24.48000000000001,24.11000000000001,73.0
2021-04-03 11:00:00,,,,,,,,,,,,,,,,,27.0,26.0,76.0,30.0,28.0,64.0,24.48000000000001,24.11000000000001,73.0
2021-04-03 12:00:00,,,,,,,,,,,,,,,,,30.0,29.0,70.0,33.0,30.0,57.0,28.27000000000004,27.030000000000033,62.0
2021-04-03 13:00:00,,,,,,,,,,,,,,,,,30.0,29.0,70.0,32.0,29.0,60.0,28.27000000000004,27.030000000000033,62.0
2021-04-03 14:00:00,,,,,,,,,,,,,,,,,30.0,29.0,70.0,33.0,30.0,56.0,28.27000000000004,27.030000000000033,62.0
2021-04-03 15:00:00,,,,,,,,,,,,,,,,,31.0,29.0,70.0,31.0,29.0,59.0,28.61000000000001,27.61000000000001,57.0
2021-04-03 16:00:00,,,,,,,,,,,,,,,,,31.0,29.0,70.0,32.0,30.0,56.0,28.61000000000001,27.61000000000001,57.0
2021-04-03 17:00:00,,,,,,,,,,,,,,,,,31.0,29.0,70.0,30.0,28.0,62.0,28.61000000000001,27.61000000000001,57.0
2021-04-03 18:00:00,,,,,,,,,,,,,,,,,,,,27.0,25.0,73.0,25.580000000000037,25.27000000000004,66.0
2021-04-03 19:00:00,,,,,,,,,,,,,,,,,,,,29.0,27.0,67.0,25.580000000000037,25.27000000000004,66.0
2021-04-03 20:00:00,,,,,,,,,,,,,,,,,,,,25.0,24.0,81.0,25.580000000000037,25.27000000000004,66.0
2021-04-03 21:00:00,,,,,,,,,,,,,,,,,,,,24.0,23.0,87.0,23.77000000000004,23.44,74.0
2021-04-03 22:00:00,,,,,,,,,,,,,,,,,,,,24.0,23.0,85.0,23.77000000000004,23.44,74.0
2021-04-03 23:00:00,,,,,,,,,,,,,,,,,,,,24.0,23.0,88.0,23.77000000000004,23.44,74.0
2021-04-04 00:00:00,,,,,,,,,,,,,,,,,,,,23.0,23.0,90.0,23.530000000000033,23.170000000000016,76.0
2021-04-04 01:00:00,,,,,,,,,,,,,,,,,,,,23.0,23.0,88.0,23.530000000000033,23.170000000000016,76.0
2021-04-04 02:00:00,,,,,,,,,,,,,,,,,,,,22.0,22.0,91.0,23.530000000000033,23.170000000000016,76.0
2021-04-04 03:00:00,,,,,,,,,,,,,,,,,,,,22.0,22.0,94.0,22.44,22.02000000000004,83.0
2021-04-04 04:00:00,,,,,,,,,,,,,,,,,,,,22.0,22.0,92.0,22.44,22.02000000000004,83.0
2021-04-04 05:00:00,,,,,,,,,,,,,,,,,,,,22.0,22.0,95.0,22.44,22.02000000000004,83.0
2021-04-04 06:00:00,,,,,,,,,,,,,,,,,23.0,23.0,85.0,22.0,22.0,92.0,21.840000000000032,21.49000000000001,82.0
2021-04-04 07:00:00,,,,,,,,,,,,,,,,,23.0,23.0,85.0,22.0,22.0,94.0,21.840000000000032,21.49000000000001,82.0
2021-04-04 08:00:00,,,,,,,,,,,,,,,,,23.0,23.0,85.0,24.0,23.0,87.0,21.840000000000032,21.49000000000001,82.0
2021-04-04 09:00:00,,,,,,,,,,,,,,,,,25.0,25.0,74.0,28.0,26.0,68.0,24.11000000000001,23.870000000000005,69.0
2021-04-04 10:00:00,,,,,,,,,,,,,,,,,25.0,25.0,74.0,26.0,24.0,79.0,24.11000000000001,23.870000000000005,69.0
2021-04-04 11:00:00,,,,,,,,,,,,,,,,,25.0,25.0,74.0,30.0,28.0,60.0,24.11000000000001,23.870000000000005,69.0
2021-04-04 12:00:00,,,,,,,,,,,,,,,,,26.0,28.0,64.0,32.0,30.0,51.0,28.200000000000053,27.48000000000001,54.0
2021-04-04 13:00:00,,,,,,,,,,,,,,,,,26.0,28.0,64.0,31.0,29.0,54.0,28.200000000000053,27.48000000000001,54.0
2021-04-04 14:00:00,,,,,,,,,,,,,,,,,26.0,28.0,64.0,32.0,30.0,51.0,28.200000000000053,27.48000000000001,54.0
2021-04-04 15:00:00,,,,,,,,,,,,,,,,,27.0,28.0,68.0,30.0,28.0,54.0,27.75,27.210000000000036,52.0
2021-04-04 16:00:00,,,,,,,,,,,,,,,,,27.0,28.0,68.0,31.0,29.0,52.0,27.75,27.210000000000036,52.0
2021-04-04 17:00:00,,,,,,,,,,,,,,,,,27.0,28.0,68.0,28.0,27.0,56.0,27.75,27.210000000000036,52.0
2021-04-04 18:00:00,,,,,,,,,,,,,,,,,,,,24.0,24.0,63.0,25.06,25.04000000000002,56.0
2021-04-04 19:00:00,,,,,,,,,,,,,,,,,,,,27.0,26.0,59.0,25.06,25.04000000000002,56.0
2021-04-04 20:00:00,,,,,,,,,,,,,,,,,,,,22.0,22.0,66.0,25.06,25.04000000000002,56.0
2021-04-04 21:00:00,,,,,,,,,,,,,,,,,,,,21.0,21.0,68.0,21.75,21.840000000000032,64.0
2021-04-04 22:00:00,,,,,,,,,,,,,,,,,,,,22.0,22.0,67.0,21.75,21.840000000000032,64.0
2021-04-04 23:00:00,,,,,,,,,,,,,,,,,,,,21.0,21.0,68.0,21.75,21.840000000000032,64.0
2021-04-05 00:00:00,,,,,,,,,,,,,,,,,,,,20.0,20.0,69.0,20.170000000000016,20.360000000000014,66.0
2021-04-05 01:00:00,,,,,,,,,,,,,,,,,,,,21.0,21.0,66.0,20.170000000000016,20.360000000000014,66.0
2021-04-05 02:00:00,,,,,,,,,,,,,,,,,,,,20.0,20.0,68.0,20.170000000000016,20.360000000000014,66.0
2021-04-05 03:00:00,,,,,,,,,,,,,,,,,,,,19.0,19.0,67.0,19.080000000000037,19.340000000000032,67.0
2021-04-05 04:00:00,,,,,,,,,,,,,,,,,,,,19.0,19.0,67.0,19.080000000000037,19.340000000000032,67.0
2021-04-05 05:00:00,,,,,,,,,,,,,,,,,,,,19.0,19.0,67.0,19.080000000000037,19.340000000000032,67.0
2021-04-05 06:00:00,,,,,,,,,,,,,,,,,14.0,18.0,62.0,18.0,18.0,67.0,18.5,18.860000000000014,65.0
2021-04-05 07:00:00,,,,,,,,,,,,,,,,,14.0,18.0,62.0,19.0,19.0,68.0,18.5,18.860000000000014,65.0
2021-04-05 08:00:00,,,,,,,,,,,,,,,,,14.0,18.0,62.0,19.0,19.0,61.0,18.5,18.860000000000014,65.0
2021-04-05 09:00:00,,,,,,,,,,,,,,,,,17.0,21.0,50.0,23.0,23.0,50.0,20.240000000000013,20.730000000000018,53.0
2021-04-05 10:00:00,,,,,,,,,,,,,,,,,17.0,21.0,50.0,21.0,21.0,55.0,20.240000000000013,20.730000000000018,53.0
2021-04-05 11:00:00,,,,,,,,,,,,,,,,,17.0,21.0,50.0,24.0,24.0,46.0,20.240000000000013,20.730000000000018,53.0
2021-04-05 12:00:00,,,,,,,,,,,,,,,,,20.0,24.0,50.0,26.0,26.0,41.0,24.030000000000033,24.530000000000033,38.0
2021-04-05 13:00:00,,,,,,,,,,,,,,,,,20.0,24.0,50.0,26.0,26.0,43.0,24.030000000000033,24.530000000000033,38.0
2021-04-05 14:00:00,,,,,,,,,,,,,,,,,20.0,24.0,50.0,26.0,26.0,41.0,24.030000000000033,24.530000000000033,38.0
2021-04-05 15:00:00,,,,,,,,,,,,,,,,,23.0,24.0,55.0,25.0,25.0,46.0,23.900000000000034,24.51000000000005,34.0
2021-04-05 16:00:00,,,,,,,,,,,,,,,,,23.0,24.0,55.0,26.0,26.0,43.0,23.900000000000034,24.51000000000005,34.0
2021-04-05 17:00:00,,,,,,,,,,,,,,,,,23.0,24.0,55.0,24.0,24.0,48.0,23.900000000000034,24.51000000000005,34.0
2021-04-05 18:00:00,,,,,,,,,,,,,,,,,,,,21.0,21.0,55.0,21.79000000000002,22.470000000000027,39.0
2021-04-05 19:00:00,,,,,,,,,,,,,,,,,,,,23.0,23.0,51.0,21.79000000000002,22.470000000000027,39.0
2021-04-05 20:00:00,,,,,,,,,,,,,,,,,,,,20.0,20.0,59.0,21.79000000000002,22.470000000000027,39.0
2021-04-05 21:00:00,,,,,,,,,,,,,,,,,,,,19.0,19.0,63.0,18.930000000000007,19.680000000000007,47.0
2021-04-05 22:00:00,,,,,,,,,,,,,,,,,,,,19.0,19.0,62.0,18.930000000000007,19.680000000000007,47.0
2021-04-05 23:00:00,,,,,,,,,,,,,,,,,,,,19.0,19.0,64.0,18.930000000000007,19.680000000000007,47.0
2021-04-06 00:00:00,,,,,,,,,,,,,,,,,,,,18.0,18.0,68.0,18.210000000000036,18.95000000000005,50.0
2021-04-06 01:00:00,,,,,,,,,,,,,,,,,,,,19.0,19.0,63.0,18.210000000000036,18.95000000000005,50.0
2021-04-06 02:00:00,,,,,,,,,,,,,,,,,,,,17.0,18.0,70.0,18.210000000000036,18.95000000000005,50.0
2021-04-06 03:00:00,,,,,,,,,,,,,,,,,,,,18.0,18.0,70.0,17.79000000000002,18.410000000000025,57.0
2021-04-06 04:00:00,,,,,,,,,,,,,,,,,,,,17.0,18.0,69.0,17.79000000000002,18.410000000000025,57.0
2021-04-06 05:00:00,,,,,,,,,,,,,,,,,,,,17.0,17.0,71.0,17.79000000000002,18.410000000000025,57.0
2021-04-06 06:00:00,,,,,,,,,,,,,,,,,16.0,18.0,75.0,18.0,18.0,73.0,17.430000000000007,18.03000000000003,59.0
2021-04-06 07:00:00,,,,,,,,,,,,,,,,,16.0,18.0,75.0,17.0,17.0,72.0,17.430000000000007,18.03000000000003,59.0
2021-04-06 08:00:00,,,,,,,,,,,,,,,,,16.0,18.0,75.0,19.0,19.0,67.0,17.430000000000007,18.03000000000003,59.0
2021-04-06 09:00:00,,,,,,,,,,,,,,,,,19.0,21.0,58.0,24.0,24.0,55.0,20.210000000000036,20.720000000000027,52.0
2021-04-06 10:00:00,,,,,,,,,,,,,,,,,19.0,21.0,58.0,21.0,21.0,62.0,20.210000000000036,20.720000000000027,52.0
2021-04-06 11:00:00,,,,,,,,,,,,,,,,,19.0,21.0,58.0,26.0,25.0,50.0,20.210000000000036,20.720000000000027,52.0
2021-04-06 12:00:00,,,,,,,,,,,,,,,,,24.0,25.0,57.0,28.0,27.0,46.0,24.18000000000001,24.550000000000008,43.0
2021-04-06 13:00:00,,,,,,,,,,,,,,,,,24.0,25.0,57.0,27.0,27.0,47.0,24.18000000000001,24.550000000000008,43.0
2021-04-06 14:00:00,,,,,,,,,,,,,,,,,24.0,25.0,57.0,28.0,27.0,47.0,24.18000000000001,24.550000000000008,43.0
2021-04-06 15:00:00,,,,,,,,,,,,,,,,,24.0,25.0,64.0,27.0,26.0,51.0,24.550000000000008,24.879999999999995,43.0
2021-04-06 16:00:00,,,,,,,,,,,,,,,,,24.0,25.0,64.0,28.0,27.0,49.0,24.550000000000008,24.879999999999995,43.0
2021-04-06 17:00:00,,,,,,,,,,,,,,,,,24.0,25.0,64.0,26.0,25.0,54.0,24.550000000000008,24.879999999999995,43.0
2021-04-06 18:00:00,,,,,,,,,,,,,,,,,,,,22.0,22.0,63.0,22.970000000000034,23.280000000000033,50.0
2021-04-06 19:00:00,,,,,,,,,,,,,,,,,,,,24.0,24.0,58.0,22.970000000000034,23.280000000000033,50.0
2021-04-06 20:00:00,,,,,,,,,,,,,,,,,,,,21.0,21.0,66.0,22.970000000000034,23.280000000000033,50.0
2021-04-06 21:00:00,,,,,,,,,,,,,,,,,,,,20.0,20.0,69.0,20.410000000000025,20.760000000000048,58.0
2021-04-06 22:00:00,,,,,,,,,,,,,,,,,,,,21.0,21.0,67.0,20.410000000000025,20.760000000000048,58.0
2021-04-06 23:00:00,,,,,,,,,,,,,,,,,,,,20.0,20.0,69.0,20.410000000000025,20.760000000000048,58.0
2021-04-07 00:00:00,,,,,,,,,,,,,,,,,,,,18.0,18.0,73.0,19.490000000000013,19.860000000000014,61.0
2021-04-07 01:00:00,,,,,,,,,,,,,,,,,,,,20.0,20.0,70.0,19.490000000000013,19.860000000000014,61.0
2021-04-07 02:00:00,,,,,,,,,,,,,,,,,,,,18.0,18.0,74.0,19.490000000000013,19.860000000000014,61.0
2021-04-07 03:00:00,,,,,,,,,,,,,,,,,,,,18.0,18.0,76.0,18.94,19.260000000000048,65.0
2021-04-07 04:00:00,,,,,,,,,,,,,,,,,,,,18.0,18.0,75.0,18.94,19.260000000000048,65.0
2021-04-07 05:00:00,,,,,,,,,,,,,,,,,,,,18.0,18.0,78.0,18.94,19.260000000000048,65.0
2021-04-07 06:00:00,,,,,,,,,,,,,,,,,17.0,18.0,74.0,18.0,18.0,79.0,18.20000000000005,18.54000000000002,67.0
2021-04-07 07:00:00,,,,,,,,,,,,,,,,,17.0,18.0,74.0,18.0,18.0,78.0,18.20000000000005,18.54000000000002,67.0
2021-04-07 08:00:00,,,,,,,,,,,,,,,,,17.0,18.0,74.0,19.0,19.0,73.0,18.20000000000005,18.54000000000002,67.0
2021-04-07 09:00:00,,,,,,,,,,,,,,,,,22.0,22.0,63.0,24.0,24.0,60.0,20.640000000000047,21.0,57.0
2021-04-07 10:00:00,,,,,,,,,,,,,,,,,22.0,22.0,63.0,22.0,22.0,65.0,20.640000000000047,21.0,57.0
2021-04-07 11:00:00,,,,,,,,,,,,,,,,,22.0,22.0,63.0,27.0,25.0,56.0,20.640000000000047,21.0,57.0
2021-04-07 12:00:00,,,,,,,,,,,,,,,,,27.0,26.0,60.0,28.0,27.0,50.0,24.720000000000034,24.94,47.0
2021-04-07 13:00:00,,,,,,,,,,,,,,,,,27.0,26.0,60.0,28.0,27.0,52.0,24.720000000000034,24.94,47.0
2021-04-07 14:00:00,,,,,,,,,,,,,,,,,27.0,26.0,60.0,28.0,27.0,50.0,24.720000000000034,24.94,47.0
2021-04-07 15:00:00,,,,,,,,,,,,,,,,,27.0,26.0,64.0,28.0,26.0,54.0,24.920000000000016,25.100000000000023,48.0
2021-04-07 16:00:00,,,,,,,,,,,,,,,,,27.0,26.0,64.0,28.0,27.0,52.0,24.920000000000016,25.100000000000023,48.0
2021-04-07 17:00:00,,,,,,,,,,,,,,,,,27.0,26.0,64.0,27.0,26.0,56.0,24.920000000000016,25.100000000000023,48.0
2021-04-07 18:00:00,,,,,,,,,,,,,,,,,,,,24.0,24.0,63.0,23.070000000000054,23.300000000000008,53.0
2021-04-07 19:00:00,,,,,,,,,,,,,,,,,,,,25.0,25.0,58.0,23.070000000000054,23.300000000000008,53.0
2021-04-07 20:00:00,,,,,,,,,,,,,,,,,,,,23.0,23.0,67.0,23.070000000000054,23.300000000000008,53.0
2021-04-07 21:00:00,,,,,,,,,,,,,,,,,,,,22.0,22.0,70.0,21.07000000000005,21.27000000000004,62.0
2021-04-07 22:00:00,,,,,,,,,,,,,,,,,,,,22.0,22.0,68.0,21.07000000000005,21.27000000000004,62.0
2021-04-07 23:00:00,,,,,,,,,,,,,,,,,,,,21.0,21.0,72.0,21.07000000000005,21.27000000000004,62.0
2021-04-08 00:00:00,,,,,,,,,,,,,,,,,,,,20.0,20.0,75.0,20.350000000000023,20.590000000000032,63.0
2021-04-08 01:00:00,,,,,,,,,,,,,,,,,,,,21.0,21.0,73.0,20.350000000000023,20.590000000000032,63.0
2021-04-08 02:00:00,,,,,,,,,,,,,,,,,,,,20.0,20.0,77.0,20.350000000000023,20.590000000000032,63.0
2021-04-08 03:00:00,,,,,,,,,,,,,,,,,,,,20.0,20.0,78.0,20.160000000000025,20.390000000000047,64.0
2021-04-08 04:00:00,,,,,,,,,,,,,,,,,,,,20.0,20.0,77.0,20.160000000000025,20.390000000000047,64.0
2021-04-08 05:00:00,,,,,,,,,,,,,,,,,,,,19.0,19.0,80.0,20.160000000000025,20.390000000000047,64.0
2021-04-08 06:00:00,,,,,,,,,,,,,,,,,20.0,20.0,77.0,20.0,20.0,80.0,19.710000000000036,19.890000000000047,68.0
2021-04-08 07:00:00,,,,,,,,,,,,,,,,,20.0,20.0,77.0,19.0,19.0,81.0,19.710000000000036,19.890000000000047,68.0
2021-04-08 08:00:00,,,,,,,,,,,,,,,,,20.0,20.0,77.0,21.0,21.0,76.0,19.710000000000036,19.890000000000047,68.0
2021-04-08 09:00:00,,,,,,,,,,,,,,,,,24.0,22.0,69.0,25.0,25.0,62.0,22.140000000000047,22.340000000000032,58.0
2021-04-08 10:00:00,,,,,,,,,,,,,,,,,24.0,22.0,69.0,23.0,23.0,68.0,22.140000000000047,22.340000000000032,58.0
2021-04-08 11:00:00,,,,,,,,,,,,,,,,,24.0,22.0,69.0,27.0,25.0,60.0,22.140000000000047,22.340000000000032,58.0
2021-04-08 12:00:00,,,,,,,,,,,,,,,,,25.0,25.0,66.0,28.0,27.0,56.0,25.030000000000033,25.11000000000001,52.0
2021-04-08 13:00:00,,,,,,,,,,,,,,,,,25.0,25.0,66.0,28.0,26.0,57.0,25.030000000000033,25.11000000000001,52.0
2021-04-08 14:00:00,,,,,,,,,,,,,,,,,25.0,25.0,66.0,28.0,27.0,57.0,25.030000000000033,25.11000000000001,52.0
2021-04-08 15:00:00,,,,,,,,,,,,,,,,,24.0,25.0,70.0,28.0,26.0,63.0,24.86000000000001,24.830000000000037,57.0
2021-04-08 16:00:00,,,,,,,,,,,,,,,,,24.0,25.0,70.0,28.0,27.0,59.0,24.86000000000001,24.830000000000037,57.0
2021-04-08 17:00:00,,,,,,,,,,,,,,,,,24.0,25.0,70.0,27.0,25.0,68.0,24.86000000000001,24.830000000000037,57.0
2021-04-08 18:00:00,,,,,,,,,,,,,,,,,,,,23.0,23.0,76.0,22.99000000000001,22.94,65.0
2021-04-08 19:00:00,,,,,,,,,,,,,,,,,,,,25.0,24.0,72.0,22.99000000000001,22.94,65.0
2021-04-08 20:00:00,,,,,,,,,,,,,,,,,,,,22.0,22.0,81.0,22.99000000000001,22.94,65.0
2021-04-08 21:00:00,,,,,,,,,,,,,,,,,,,,17.0,18.0,86.0,20.870000000000005,20.78000000000003,75.0
2021-04-08 22:00:00,,,,,,,,,,,,,,,,,,,,18.0,18.0,86.0,20.870000000000005,20.78000000000003,75.0
2021-04-08 23:00:00,,,,,,,,,,,,,,,,,,,,17.0,18.0,84.0,20.870000000000005,20.78000000000003,75.0
2021-04-09 00:00:00,,,,,,,,,,,,,,,,,,,,17.0,18.0,85.0,20.29000000000002,20.25,75.0
2021-04-09 01:00:00,,,,,,,,,,,,,,,,,,,,17.0,18.0,84.0,20.29000000000002,20.25,75.0
2021-04-09 02:00:00,,,,,,,,,,,,,,,,,,,,17.0,18.0,85.0,20.29000000000002,20.25,75.0
2021-04-09 03:00:00,,,,,,,,,,,,,,,,,,,,18.0,18.0,83.0,19.970000000000027,19.890000000000047,78.0
2021-04-09 04:00:00,,,,,,,,,,,,,,,,,,,,17.0,18.0,84.0,19.970000000000027,19.890000000000047,78.0
2021-04-09 05:00:00,,,,,,,,,,,,,,,,,,,,18.0,18.0,84.0,19.970000000000027,19.890000000000047,78.0
2021-04-09 06:00:00,,,,,,,,,,,,,,,,,17.0,19.0,78.0,18.0,18.0,86.0,18.379999999999995,18.400000000000034,80.0
2021-04-09 07:00:00,,,,,,,,,,,,,,,,,17.0,19.0,78.0,18.0,18.0,84.0,18.379999999999995,18.400000000000034,80.0
2021-04-09 08:00:00,,,,,,,,,,,,,,,,,17.0,19.0,78.0,19.0,19.0,84.0,18.379999999999995,18.400000000000034,80.0
2021-04-09 09:00:00,,,,,,,,,,,,,,,,,19.0,21.0,73.0,22.0,22.0,69.0,20.240000000000013,20.350000000000023,69.0
