Unnamed: 0,dt,visibility,pop,dt_txt,weather_id,weather_main,weather_description,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,temp_kf,wind_speed,wind_deg,rain,lat,lon,id,name,CrawlerTime
28,1674324000,10000,0.0,2023-01-21 18:00:00,800,Clear,晴,289.31,289.04,289.31,289.31,1019,1019,1006,79,0.0,1.29,53,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 14:00:00
29,1674334800,10000,0.06,2023-01-21 21:00:00,802,Clouds,多雲,288.74,288.31,288.74,288.74,1019,1019,1006,75,0.0,1.16,67,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 14:00:00
30,1674345600,10000,0.0,2023-01-22 00:00:00,802,Clouds,多雲,290.16,289.64,290.16,290.16,1020,1020,1007,66,0.0,1.0,36,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 14:00:00
31,1674356400,10000,0.0,2023-01-22 03:00:00,801,Clouds,晴，少雲,294.18,293.88,294.18,294.18,1019,1019,1006,59,0.0,2.91,330,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 14:00:00
32,1674367200,10000,0.0,2023-01-22 06:00:00,801,Clouds,晴，少雲,294.34,294.13,294.34,294.34,1016,1016,1004,62,0.0,4.25,334,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 14:00:00
33,1674378000,10000,0.0,2023-01-22 09:00:00,800,Clear,晴,292.31,292.11,292.31,292.31,1016,1016,1004,70,0.0,3.53,358,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 14:00:00
34,1674388800,10000,0.0,2023-01-22 12:00:00,800,Clear,晴,290.78,290.58,290.78,290.78,1017,1017,1005,76,0.0,2.18,30,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 14:00:00
35,1674399600,10000,0.0,2023-01-22 15:00:00,800,Clear,晴,290.12,289.8,290.12,290.12,1017,1017,1004,74,0.0,1.65,52,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 14:00:00
36,1674410400,10000,0.0,2023-01-22 18:00:00,800,Clear,晴,289.77,289.16,289.77,289.77,1016,1016,1004,64,0.0,1.19,83,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 14:00:00
37,1674421200,10000,0.0,2023-01-22 21:00:00,800,Clear,晴,289.21,288.39,289.21,289.21,1016,1016,1003,58,0.0,1.6,49,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 14:00:00
38,1674432000,10000,0.0,2023-01-23 00:00:00,800,Clear,晴,290.72,289.84,290.72,290.72,1017,1017,1005,50,0.0,1.63,38,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 14:00:00
39,1674442800,10000,0.0,2023-01-23 03:00:00,801,Clouds,晴，少雲,295.4,295.01,295.4,295.4,1017,1017,1005,51,0.0,3.8,354,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 14:00:00
0,1674032400,10000,0.0,2023-01-18 09:00:00,800,Clear,晴,289.21,288.65,289.21,290.3,1021,1021,1008,68,-1.09,7.44,7,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
1,1674043200,10000,0.0,2023-01-18 12:00:00,800,Clear,晴,288.12,287.53,287.85,288.12,1022,1022,1009,71,0.27,6.34,18,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
2,1674054000,10000,0.0,2023-01-18 15:00:00,800,Clear,晴,287.1,286.46,287.1,287.1,1022,1022,1010,73,0.0,5.65,20,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
3,1674064800,10000,0.0,2023-01-18 18:00:00,800,Clear,晴,286.55,285.9,286.55,286.55,1022,1022,1009,75,0.0,5.08,24,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
4,1674075600,10000,0.0,2023-01-18 21:00:00,800,Clear,晴,286.36,285.69,286.36,286.36,1022,1022,1009,75,0.0,4.94,25,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
5,1674086400,10000,0.0,2023-01-19 00:00:00,800,Clear,晴,287.95,287.24,287.95,287.95,1023,1023,1010,67,0.0,4.24,22,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
6,1674097200,10000,0.0,2023-01-19 03:00:00,801,Clouds,晴，少雲,292.57,291.95,292.57,292.57,1022,1022,1010,53,0.0,5.53,360,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
7,1674108000,10000,0.0,2023-01-19 06:00:00,800,Clear,晴,293.71,293.18,293.71,293.71,1020,1020,1007,52,0.0,6.6,355,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
8,1674118800,10000,0.0,2023-01-19 09:00:00,800,Clear,晴,291.4,290.93,291.4,291.4,1020,1020,1007,63,0.0,6.58,4,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
9,1674129600,10000,0.0,2023-01-19 12:00:00,800,Clear,晴,289.08,288.66,289.08,289.08,1022,1022,1009,74,0.0,5.45,16,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
10,1674140400,10000,0.0,2023-01-19 15:00:00,800,Clear,晴,288.38,287.94,288.38,288.38,1022,1022,1010,76,0.0,4.82,21,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
11,1674151200,10000,0.0,2023-01-19 18:00:00,800,Clear,晴,287.74,287.27,287.74,287.74,1022,1022,1009,77,0.0,5.16,24,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
12,1674162000,10000,0.0,2023-01-19 21:00:00,800,Clear,晴,287.24,286.72,287.24,287.24,1021,1021,1008,77,0.0,5.73,24,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
13,1674172800,10000,0.0,2023-01-20 00:00:00,800,Clear,晴,288.65,288.06,288.65,288.65,1023,1023,1010,69,0.0,5.4,23,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
14,1674183600,10000,0.0,2023-01-20 03:00:00,800,Clear,晴,293.28,292.71,293.28,293.28,1023,1023,1010,52,0.0,5.87,4,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
15,1674194400,10000,0.0,2023-01-20 06:00:00,800,Clear,晴,294.36,293.84,294.36,294.36,1019,1019,1007,50,0.0,7.6,360,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
16,1674205200,10000,0.0,2023-01-20 09:00:00,800,Clear,晴,291.99,291.42,291.99,291.99,1019,1019,1007,57,0.0,7.64,10,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
17,1674216000,10000,0.01,2023-01-20 12:00:00,800,Clear,晴,289.34,288.71,289.34,289.34,1021,1021,1008,65,0.0,5.63,21,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
18,1674226800,10000,0.0,2023-01-20 15:00:00,800,Clear,晴,288.55,287.9,288.55,288.55,1021,1021,1009,67,0.0,3.99,24,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
19,1674237600,10000,0.0,2023-01-20 18:00:00,800,Clear,晴,287.93,287.27,287.93,287.93,1021,1021,1008,69,0.0,3.03,33,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
20,1674248400,10000,0.0,2023-01-20 21:00:00,800,Clear,晴,287.63,286.94,287.63,287.63,1021,1021,1008,69,0.0,2.99,30,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
21,1674259200,10000,0.0,2023-01-21 00:00:00,800,Clear,晴,288.97,288.2,288.97,288.97,1022,1022,1009,61,0.0,2.5,42,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
22,1674270000,10000,0.0,2023-01-21 03:00:00,800,Clear,晴,294.23,293.59,294.23,294.23,1021,1021,1008,46,0.0,2.64,346,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
23,1674280800,10000,0.0,2023-01-21 06:00:00,800,Clear,晴,294.74,294.39,294.74,294.74,1018,1018,1006,55,0.0,4.75,337,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
24,1674291600,10000,0.0,2023-01-21 09:00:00,800,Clear,晴,292.66,292.44,292.66,292.66,1017,1017,1005,68,0.0,5.19,358,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
25,1674302400,10000,0.0,2023-01-21 12:00:00,800,Clear,晴,290.65,290.54,290.65,290.65,1019,1019,1006,80,0.0,3.18,11,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
26,1674313200,10000,0.0,2023-01-21 15:00:00,800,Clear,晴,289.92,289.72,289.92,289.92,1019,1019,1007,79,0.0,1.15,50,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
27,1674324000,10000,0.0,2023-01-21 18:00:00,800,Clear,晴,289.22,288.87,289.22,289.22,1019,1019,1006,76,0.0,0.87,106,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
28,1674334800,10000,0.0,2023-01-21 21:00:00,800,Clear,晴,288.54,288.04,288.54,288.54,1019,1019,1006,73,0.0,1.18,110,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
29,1674345600,10000,0.0,2023-01-22 00:00:00,801,Clouds,晴，少雲,289.93,289.36,289.93,289.93,1020,1020,1007,65,0.0,0.68,52,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
30,1674356400,10000,0.0,2023-01-22 03:00:00,801,Clouds,晴，少雲,294.13,293.8,294.13,294.13,1019,1019,1007,58,0.0,2.7,327,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
31,1674367200,10000,0.0,2023-01-22 06:00:00,800,Clear,晴,294.99,294.74,294.99,294.99,1016,1016,1003,58,0.0,3.65,325,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
32,1674378000,10000,0.0,2023-01-22 09:00:00,800,Clear,晴,293.36,293.08,293.36,293.36,1016,1016,1003,63,0.0,2.86,355,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
33,1674388800,10000,0.0,2023-01-22 12:00:00,800,Clear,晴,291.09,290.85,291.09,291.09,1017,1017,1004,73,0.0,2.38,21,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
34,1674399600,10000,0.0,2023-01-22 15:00:00,800,Clear,晴,290.31,289.96,290.31,290.31,1016,1016,1004,72,0.0,1.99,31,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
35,1674410400,10000,0.0,2023-01-22 18:00:00,800,Clear,晴,289.82,289.21,289.82,289.82,1016,1016,1004,64,0.0,1.33,64,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
36,1674421200,10000,0.0,2023-01-22 21:00:00,800,Clear,晴,289.37,288.46,289.37,289.37,1016,1016,1003,54,0.0,1.15,94,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
37,1674432000,10000,0.0,2023-01-23 00:00:00,800,Clear,晴,291.02,289.99,291.02,291.02,1017,1017,1004,43,0.0,1.32,65,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
38,1674442800,10000,0.0,2023-01-23 03:00:00,800,Clear,晴,295.33,294.86,295.33,295.33,1016,1016,1004,48,0.0,3.9,343,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
39,1674453600,10000,0.0,2023-01-23 06:00:00,800,Clear,晴,295.83,295.62,295.83,295.83,1014,1014,1002,56,0.0,5.25,348,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 15:00:00
0,1674032400,10000,0.0,2023-01-18 09:00:00,800,Clear,晴,288.71,288.36,288.71,290.3,1021,1021,1008,78,-1.59,7.44,7,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
1,1674043200,10000,0.0,2023-01-18 12:00:00,800,Clear,晴,288.42,287.96,287.85,288.42,1021,1021,1009,75,0.57,6.34,18,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
2,1674054000,10000,0.0,2023-01-18 15:00:00,800,Clear,晴,287.64,287.08,287.1,287.64,1022,1022,1010,74,0.54,5.65,20,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
3,1674064800,10000,0.0,2023-01-18 18:00:00,800,Clear,晴,286.55,285.9,286.55,286.55,1022,1022,1009,75,0.0,5.08,24,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
4,1674075600,10000,0.0,2023-01-18 21:00:00,800,Clear,晴,286.36,285.69,286.36,286.36,1022,1022,1009,75,0.0,4.94,25,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
5,1674086400,10000,0.0,2023-01-19 00:00:00,800,Clear,晴,287.95,287.24,287.95,287.95,1023,1023,1010,67,0.0,4.24,22,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
6,1674097200,10000,0.0,2023-01-19 03:00:00,801,Clouds,晴，少雲,292.57,291.95,292.57,292.57,1022,1022,1010,53,0.0,5.53,360,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
7,1674108000,10000,0.0,2023-01-19 06:00:00,800,Clear,晴,293.71,293.18,293.71,293.71,1020,1020,1007,52,0.0,6.6,355,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
8,1674118800,10000,0.0,2023-01-19 09:00:00,800,Clear,晴,291.4,290.93,291.4,291.4,1020,1020,1007,63,0.0,6.58,4,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
9,1674129600,10000,0.0,2023-01-19 12:00:00,800,Clear,晴,289.08,288.66,289.08,289.08,1022,1022,1009,74,0.0,5.45,16,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
10,1674140400,10000,0.0,2023-01-19 15:00:00,800,Clear,晴,288.38,287.94,288.38,288.38,1022,1022,1010,76,0.0,4.82,21,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
11,1674151200,10000,0.0,2023-01-19 18:00:00,800,Clear,晴,287.74,287.27,287.74,287.74,1022,1022,1009,77,0.0,5.16,24,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
12,1674162000,10000,0.0,2023-01-19 21:00:00,800,Clear,晴,287.24,286.72,287.24,287.24,1021,1021,1008,77,0.0,5.73,24,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
13,1674172800,10000,0.0,2023-01-20 00:00:00,800,Clear,晴,288.65,288.06,288.65,288.65,1023,1023,1010,69,0.0,5.4,23,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
14,1674183600,10000,0.0,2023-01-20 03:00:00,800,Clear,晴,293.28,292.71,293.28,293.28,1023,1023,1010,52,0.0,5.87,4,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
15,1674194400,10000,0.0,2023-01-20 06:00:00,800,Clear,晴,294.36,293.84,294.36,294.36,1019,1019,1007,50,0.0,7.6,360,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
16,1674205200,10000,0.0,2023-01-20 09:00:00,800,Clear,晴,291.99,291.42,291.99,291.99,1019,1019,1007,57,0.0,7.64,10,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
17,1674216000,10000,0.01,2023-01-20 12:00:00,800,Clear,晴,289.34,288.71,289.34,289.34,1021,1021,1008,65,0.0,5.63,21,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
18,1674226800,10000,0.0,2023-01-20 15:00:00,800,Clear,晴,288.55,287.9,288.55,288.55,1021,1021,1009,67,0.0,3.99,24,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
19,1674237600,10000,0.0,2023-01-20 18:00:00,800,Clear,晴,287.93,287.27,287.93,287.93,1021,1021,1008,69,0.0,3.03,33,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
20,1674248400,10000,0.0,2023-01-20 21:00:00,800,Clear,晴,287.63,286.94,287.63,287.63,1021,1021,1008,69,0.0,2.99,30,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
21,1674259200,10000,0.0,2023-01-21 00:00:00,800,Clear,晴,288.97,288.2,288.97,288.97,1022,1022,1009,61,0.0,2.5,42,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
22,1674270000,10000,0.0,2023-01-21 03:00:00,800,Clear,晴,294.23,293.59,294.23,294.23,1021,1021,1008,46,0.0,2.64,346,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
23,1674280800,10000,0.0,2023-01-21 06:00:00,800,Clear,晴,294.74,294.39,294.74,294.74,1018,1018,1006,55,0.0,4.75,337,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
24,1674291600,10000,0.0,2023-01-21 09:00:00,800,Clear,晴,292.66,292.44,292.66,292.66,1017,1017,1005,68,0.0,5.19,358,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
25,1674302400,10000,0.0,2023-01-21 12:00:00,800,Clear,晴,290.65,290.54,290.65,290.65,1019,1019,1006,80,0.0,3.18,11,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
26,1674313200,10000,0.0,2023-01-21 15:00:00,800,Clear,晴,289.92,289.72,289.92,289.92,1019,1019,1007,79,0.0,1.15,50,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
27,1674324000,10000,0.0,2023-01-21 18:00:00,800,Clear,晴,289.22,288.87,289.22,289.22,1019,1019,1006,76,0.0,0.87,106,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
28,1674334800,10000,0.0,2023-01-21 21:00:00,800,Clear,晴,288.54,288.04,288.54,288.54,1019,1019,1006,73,0.0,1.18,110,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
29,1674345600,10000,0.0,2023-01-22 00:00:00,801,Clouds,晴，少雲,289.93,289.36,289.93,289.93,1020,1020,1007,65,0.0,0.68,52,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
30,1674356400,10000,0.0,2023-01-22 03:00:00,801,Clouds,晴，少雲,294.13,293.8,294.13,294.13,1019,1019,1007,58,0.0,2.7,327,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
31,1674367200,10000,0.0,2023-01-22 06:00:00,800,Clear,晴,294.99,294.74,294.99,294.99,1016,1016,1003,58,0.0,3.65,325,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
32,1674378000,10000,0.0,2023-01-22 09:00:00,800,Clear,晴,293.36,293.08,293.36,293.36,1016,1016,1003,63,0.0,2.86,355,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
33,1674388800,10000,0.0,2023-01-22 12:00:00,800,Clear,晴,291.09,290.85,291.09,291.09,1017,1017,1004,73,0.0,2.38,21,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
34,1674399600,10000,0.0,2023-01-22 15:00:00,800,Clear,晴,290.31,289.96,290.31,290.31,1016,1016,1004,72,0.0,1.99,31,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
35,1674410400,10000,0.0,2023-01-22 18:00:00,800,Clear,晴,289.82,289.21,289.82,289.82,1016,1016,1004,64,0.0,1.33,64,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
36,1674421200,10000,0.0,2023-01-22 21:00:00,800,Clear,晴,289.37,288.46,289.37,289.37,1016,1016,1003,54,0.0,1.15,94,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
37,1674432000,10000,0.0,2023-01-23 00:00:00,800,Clear,晴,291.02,289.99,291.02,291.02,1017,1017,1004,43,0.0,1.32,65,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
38,1674442800,10000,0.0,2023-01-23 03:00:00,800,Clear,晴,295.33,294.86,295.33,295.33,1016,1016,1004,48,0.0,3.9,343,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
39,1674453600,10000,0.0,2023-01-23 06:00:00,800,Clear,晴,295.83,295.62,295.83,295.83,1014,1014,1002,56,0.0,5.25,348,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 16:00:00
0,1674043200,10000,0.0,2023-01-18 12:00:00,800,Clear,晴,288.0,287.47,287.85,288.0,1021,1021,1009,74,0.15,6.34,18,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 17:00:00
1,1674054000,10000,0.0,2023-01-18 15:00:00,800,Clear,晴,287.43,286.85,287.1,287.43,1022,1022,1010,74,0.33,5.65,20,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 17:00:00
2,1674064800,10000,0.0,2023-01-18 18:00:00,800,Clear,晴,286.55,285.9,286.55,286.55,1022,1022,1009,75,0.0,5.08,24,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 17:00:00
3,1674075600,10000,0.0,2023-01-18 21:00:00,800,Clear,晴,286.36,285.69,286.36,286.36,1022,1022,1009,75,0.0,4.94,25,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 17:00:00
4,1674086400,10000,0.0,2023-01-19 00:00:00,800,Clear,晴,287.95,287.24,287.95,287.95,1023,1023,1010,67,0.0,4.24,22,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 17:00:00
5,1674097200,10000,0.0,2023-01-19 03:00:00,801,Clouds,晴，少雲,292.57,291.95,292.57,292.57,1022,1022,1010,53,0.0,5.53,360,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 17:00:00
6,1674108000,10000,0.0,2023-01-19 06:00:00,800,Clear,晴,293.71,293.18,293.71,293.71,1020,1020,1007,52,0.0,6.6,355,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 17:00:00
7,1674118800,10000,0.0,2023-01-19 09:00:00,800,Clear,晴,291.4,290.93,291.4,291.4,1020,1020,1007,63,0.0,6.58,4,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 17:00:00
8,1674129600,10000,0.0,2023-01-19 12:00:00,800,Clear,晴,289.08,288.66,289.08,289.08,1022,1022,1009,74,0.0,5.45,16,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 17:00:00
9,1674140400,10000,0.0,2023-01-19 15:00:00,800,Clear,晴,288.38,287.94,288.38,288.38,1022,1022,1010,76,0.0,4.82,21,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 17:00:00
10,1674151200,10000,0.0,2023-01-19 18:00:00,800,Clear,晴,287.74,287.27,287.74,287.74,1022,1022,1009,77,0.0,5.16,24,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 17:00:00
11,1674162000,10000,0.0,2023-01-19 21:00:00,800,Clear,晴,287.24,286.72,287.24,287.24,1021,1021,1008,77,0.0,5.73,24,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 17:00:00
12,1674172800,10000,0.0,2023-01-20 00:00:00,800,Clear,晴,288.65,288.06,288.65,288.65,1023,1023,1010,69,0.0,5.4,23,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 17:00:00
13,1674183600,10000,0.0,2023-01-20 03:00:00,800,Clear,晴,293.28,292.71,293.28,293.28,1023,1023,1010,52,0.0,5.87,4,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 17:00:00
14,1674194400,10000,0.0,2023-01-20 06:00:00,800,Clear,晴,294.36,293.84,294.36,294.36,1019,1019,1007,50,0.0,7.6,360,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 17:00:00
15,1674205200,10000,0.0,2023-01-20 09:00:00,800,Clear,晴,291.99,291.42,291.99,291.99,1019,1019,1007,57,0.0,7.64,10,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 17:00:00
16,1674216000,10000,0.01,2023-01-20 12:00:00,800,Clear,晴,289.34,288.71,289.34,289.34,1021,1021,1008,65,0.0,5.63,21,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 17:00:00
17,1674226800,10000,0.0,2023-01-20 15:00:00,800,Clear,晴,288.55,287.9,288.55,288.55,1021,1021,1009,67,0.0,3.99,24,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 17:00:00
18,1674237600,10000,0.0,2023-01-20 18:00:00,800,Clear,晴,287.93,287.27,287.93,287.93,1021,1021,1008,69,0.0,3.03,33,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 17:00:00
19,1674248400,10000,0.0,2023-01-20 21:00:00,800,Clear,晴,287.63,286.94,287.63,287.63,1021,1021,1008,69,0.0,2.99,30,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 17:00:00
20,1674259200,10000,0.0,2023-01-21 00:00:00,800,Clear,晴,288.97,288.2,288.97,288.97,1022,1022,1009,61,0.0,2.5,42,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 17:00:00
21,1674270000,10000,0.0,2023-01-21 03:00:00,800,Clear,晴,294.23,293.59,294.23,294.23,1021,1021,1008,46,0.0,2.64,346,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 17:00:00
22,1674280800,10000,0.0,2023-01-21 06:00:00,800,Clear,晴,294.74,294.39,294.74,294.74,1018,1018,1006,55,0.0,4.75,337,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 17:00:00
23,1674291600,10000,0.0,2023-01-21 09:00:00,800,Clear,晴,292.66,292.44,292.66,292.66,1017,1017,1005,68,0.0,5.19,358,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 17:00:00
24,1674302400,10000,0.0,2023-01-21 12:00:00,800,Clear,晴,290.65,290.54,290.65,290.65,1019,1019,1006,80,0.0,3.18,11,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 17:00:00
25,1674313200,10000,0.0,2023-01-21 15:00:00,800,Clear,晴,289.92,289.72,289.92,289.92,1019,1019,1007,79,0.0,1.15,50,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 17:00:00
26,1674324000,10000,0.0,2023-01-21 18:00:00,800,Clear,晴,289.22,288.87,289.22,289.22,1019,1019,1006,76,0.0,0.87,106,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 17:00:00
27,1674334800,10000,0.0,2023-01-21 21:00:00,800,Clear,晴,288.54,288.04,288.54,288.54,1019,1019,1006,73,0.0,1.18,110,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 17:00:00
28,1674345600,10000,0.0,2023-01-22 00:00:00,801,Clouds,晴，少雲,289.93,289.36,289.93,289.93,1020,1020,1007,65,0.0,0.68,52,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 17:00:00
29,1674356400,10000,0.0,2023-01-22 03:00:00,801,Clouds,晴，少雲,294.13,293.8,294.13,294.13,1019,1019,1007,58,0.0,2.7,327,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 17:00:00
30,1674367200,10000,0.0,2023-01-22 06:00:00,800,Clear,晴,294.99,294.74,294.99,294.99,1016,1016,1003,58,0.0,3.65,325,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 17:00:00
31,1674378000,10000,0.0,2023-01-22 09:00:00,800,Clear,晴,293.36,293.08,293.36,293.36,1016,1016,1003,63,0.0,2.86,355,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 17:00:00
32,1674388800,10000,0.0,2023-01-22 12:00:00,800,Clear,晴,291.09,290.85,291.09,291.09,1017,1017,1004,73,0.0,2.38,21,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 17:00:00
33,1674399600,10000,0.0,2023-01-22 15:00:00,800,Clear,晴,290.31,289.96,290.31,290.31,1016,1016,1004,72,0.0,1.99,31,,24.0753,120.5694,500,彰化縣彰化市,2023-01-18 17:00:00
