TIME_TO_INTERVAL,Date,Hour,Power,Radiation,ClearSkyRadiation,Radiation(SDv3)(CWB),Radiation(SDv3)(IBM),Radiation(SDv3)(OWM),Radiation(MSM),pre_Power_1,pre_Radiation_1,pre_Power_2,pre_Radiation_2,pre_Power_3,pre_Radiation_3
2021-05-03 06:00:00,2021-05-03 00:00:00,6,0.4470138888888847,0.08333333333333333,0.14073978058284708,0.08379533442341837,0.044418166652444704,0.0786341272746065,0.08375,0.0,0.19542,0.0,0.08375,0.0,0.0
2021-05-03 07:00:00,2021-05-03 00:00:00,7,0.9284999999999975,0.16944444444444445,0.3701371422147468,0.25902679933270106,0.17283325993909435,0.2267655508818755,0.19542,0.4470138888888847,0.31507,0.0,0.19542,0.0,0.08375
2021-05-03 08:00:00,2021-05-03 00:00:00,8,2.2435361111111143,0.2333333333333333,0.5900639108833542,0.4375993190441541,0.2968050420520288,0.3790604920541958,0.31507,0.9284999999999975,0.019940000000000003,0.4470138888888847,0.31507,0.0,0.19542
2021-05-03 09:00:00,2021-05-03 00:00:00,9,3.722439233628852,0.4194444444444445,0.7719617289226182,0.5385976262482401,0.3526287414346257,0.5485036855748848,0.019940000000000003,2.2435361111111143,0.07578,0.9284999999999975,0.019940000000000003,0.4470138888888847,0.31507
2021-05-03 10:00:00,2021-05-03 00:00:00,10,3.191440536013397,0.3861111111111111,0.9002849112321218,0.6412475148236619,0.3489706898242817,0.608343907099013,0.07578,3.722439233628852,0.14357,2.2435361111111143,0.07578,0.9284999999999975,0.019940000000000003
2021-05-03 11:00:00,2021-05-03 00:00:00,11,3.0952777777777785,0.3527777777777778,0.9652151361732284,0.6759654337573394,0.5865996650543922,0.6066133806139576,0.14357,3.191440536013397,0.65007,3.722439233628852,0.14357,2.2435361111111143,0.07578
2021-05-03 12:00:00,2021-05-03 00:00:00,12,3.806044444444456,0.42777777777777776,0.9619710288222524,0.7112110409410634,,0.6523932165350478,0.65007,3.0952777777777785,0.07178999999999999,3.191440536013397,0.65007,3.722439233628852,0.14357
2021-05-03 13:00:00,2021-05-03 00:00:00,13,2.546516666666692,0.3666666666666667,0.8908045769825835,0.6895727664883432,,0.5872135552694162,0.07178999999999999,3.806044444444456,0.03589,3.0952777777777785,0.07178999999999999,3.191440536013397,0.65007
2021-05-03 14:00:00,2021-05-03 00:00:00,14,2.2045441554730143,0.20555555555555555,0.7569974313051913,0.5925404324220667,,0.5263400984019239,0.03589,2.546516666666692,0.05583,3.806044444444456,0.03589,3.0952777777777785,0.07178999999999999
2021-05-03 15:00:00,2021-05-03 00:00:00,15,2.076309157098864,0.175,0.5708735985486941,0.4453911440185259,,0.4190162954460279,0.05583,2.2045441554730143,0.07178999999999999,2.546516666666692,0.05583,3.806044444444456,0.03589
2021-05-03 16:00:00,2021-05-03 00:00:00,16,0.7552354416272039,0.07777777777777778,0.3486620747817986,0.2521678332443041,,0.2309987031557669,0.07178999999999999,2.076309157098864,0.14357,2.2045441554730143,0.07178999999999999,2.546516666666692,0.05583
2021-05-03 17:00:00,2021-05-03 00:00:00,17,0.2992638888888995,0.02777777777777778,0.12158266534309888,0.07073083151612251,,0.06452800140518122,0.14357,0.7552354416272039,0.0,2.076309157098864,0.14357,2.2045441554730143,0.07178999999999999
2021-05-04 06:00:00,2021-05-04 00:00:00,6,0.2552888888888892,0.05833333333333333,0.14229942687917155,0.08468146976081671,0.06458360655262489,0.07718132022646029,0.016300000000000002,0.0,0.10594,0.0,0.016300000000000002,0.0,0.0
2021-05-04 07:00:00,2021-05-04 00:00:00,7,1.1450509626274006,0.14166666666666666,0.3713652877648426,0.2517153991942424,0.17170670501116,0.21869527277529466,0.10594,0.2552888888888892,0.02445,0.0,0.10594,0.0,0.016300000000000002
2021-05-04 08:00:00,2021-05-04 00:00:00,8,2.119591553209252,0.31666666666666665,0.5907886379831513,0.4195443437680725,0.2653947504327485,0.3618366010883222,0.02445,1.1450509626274006,0.04075,0.2552888888888892,0.02445,0.0,0.10594
2021-05-04 09:00:00,2021-05-04 00:00:00,9,4.286609694592324,0.5305555555555556,0.7722299709178483,0.5279489072755907,0.3861707333017347,0.5314841778358826,0.04075,2.119591553209252,0.08557000000000001,1.1450509626274006,0.04075,0.2552888888888892,0.02445
2021-05-04 10:00:00,2021-05-04 00:00:00,10,4.554277777777797,0.4555555555555555,0.9001903725930468,0.6179883947195414,0.367502305111825,0.5800490136227439,0.08557000000000001,4.286609694592324,0.15484,2.119591553209252,0.08557000000000001,1.1450509626274006,0.04075
2021-05-04 11:00:00,2021-05-04 00:00:00,11,2.7444916666666663,0.3083333333333333,0.96487774214542,0.6463587220029,0.4695245402262178,0.5728004172634602,0.15484,4.554277777777797,0.6641900000000001,4.286609694592324,0.15484,2.119591553209252,0.08557000000000001
2021-05-04 12:00:00,2021-05-04 00:00:00,12,3.0825666666667395,0.4444444444444445,0.9615275323926002,0.682552892884488,0.42758055986638055,0.637188076311883,0.6641900000000001,2.7444916666666663,0.94535,4.554277777777797,0.6641900000000001,4.286609694592324,0.15484
2021-05-04 13:00:00,2021-05-04 00:00:00,13,3.86464295794524,0.3972222222222222,0.8903994387955401,0.6569832243855471,0.3664999065574116,0.5799304082342848,0.94535,3.0825666666667395,0.81496,2.7444916666666663,0.94535,4.554277777777797,0.6641900000000001
2021-05-04 14:00:00,2021-05-04 00:00:00,14,5.583338016296693,0.7527777777777778,0.7567737309679005,0.5536782788830367,0.205494811826174,0.5003184898300571,0.81496,3.86464295794524,0.63159,3.0825666666667395,0.81496,2.7444916666666663,0.94535
2021-05-04 15:00:00,2021-05-04 00:00:00,15,4.465022222222199,0.5499999999999999,0.570963860796856,0.4154133552299581,0.3062974777599932,0.3990113427994666,0.63159,5.583338016296693,0.40748,3.86464295794524,0.63159,3.0825666666667395,0.81496
2021-05-04 16:00:00,2021-05-04 00:00:00,16,2.1631555555555533,0.2388888888888889,0.3491721632137431,0.2331317310892057,0.2010214651855965,0.21771203549606225,0.40748,4.465022222222199,0.17522,5.583338016296693,0.40748,3.86464295794524,0.63159
2021-05-04 17:00:00,2021-05-04 00:00:00,17,0.7267555555555657,0.08888888888888889,0.12244942615697015,0.06642848540740867,0.0665677277896954,0.06335135235864874,0.17522,2.1631555555555533,0.0,4.465022222222199,0.17522,5.583338016296693,0.40748
2021-05-05 06:00:00,2021-05-05 00:00:00,6,0.591258682967496,0.08055555555555555,0.14379522702488134,0.05228431898000745,0.07238602237111713,0.07707559471520788,0.07734999999999999,0.0,0.18319,0.0,0.07734999999999999,0.0,0.0
2021-05-05 07:00:00,2021-05-05 00:00:00,7,0.8936054994388475,0.1,0.3725187915317595,0.09062718667412567,0.2087260033728692,0.2179198195895813,0.18319,0.591258682967496,0.5536399999999999,0.0,0.18319,0.0,0.07734999999999999
2021-05-05 08:00:00,2021-05-05 00:00:00,8,1.242119444444442,0.13055555555555556,0.5914429626511678,0.09514856792717306,0.3287523839707742,0.3490944103130981,0.5536399999999999,0.8936054994388475,0.80603,0.591258682967496,0.5536399999999999,0.0,0.18319
2021-05-05 09:00:00,2021-05-05 00:00:00,9,2.932983333333332,0.3333333333333333,0.7724358789008979,0.5283069585811042,,0.5184528068469767,0.80603,1.242119444444442,0.11805999999999996,0.8936054994388475,0.80603,0.591258682967496,0.5536399999999999
2021-05-05 10:00:00,2021-05-05 00:00:00,10,5.662344444444464,0.4861111111111111,0.9000436425337508,0.6043537997125609,,0.5553317917241128,0.11805999999999996,2.932983333333332,0.92816,1.242119444444442,0.11805999999999996,0.8936054994388475,0.80603
2021-05-05 11:00:00,2021-05-05 00:00:00,11,3.6212644325542116,0.4111111111111111,0.9644993845485644,0.6179475287364781,,0.5360960861501747,0.92816,5.662344444444464,0.26868000000000003,2.932983333333332,0.92816,1.242119444444442,0.11805999999999996
