TIME_TO_INTERVAL,date,hour,Power,Radiation,ClearSkyRadiation,Radiation(SDv3)(CWB),Radiation(SDv3)(IBM),Radiation(SDv3)(OWM),Radiation(MSM),minute,pre_Power_15,pre_Radiation_15,pre_Power_30,Radiation_0,pre_Power_45,next_Radiation_15
2022-04-13 04:00:00,2022-04-13,4,0.030000000000000717,0.0,0.0,0.0,0.0,0.0,0.0041,0,0.030000000000000717,0.0,0.030000000000000717,0.0,0.030000000000000717,0.0
2022-04-13 04:15:00,2022-04-13,4,0.030000000000000717,0.0,0.0,0.0,0.0,0.0,0.0041,15,0.030000000000000717,0.0,0.030000000000000717,0.0,0.030000000000000717,0.0
2022-04-13 04:30:00,2022-04-13,4,0.030000000000000717,0.0,0.0,0.0,0.0,0.0,0.0041,30,0.030000000000000717,0.0,0.030000000000000717,0.0,0.030000000000000717,0.0
2022-04-13 04:45:00,2022-04-13,4,0.030000000000000717,0.0,0.0,0.0,0.0,0.0,0.0041,45,0.030000000000000717,0.0,0.030000000000000717,0.0,0.030000000000000717,0.007606626304619814
2022-04-13 05:00:00,2022-04-13,5,0.030000000000000717,0.0027777777777777783,0.0007677894190305784,0.007606626304619814,0.005916264903593188,0.005916264903593188,0.0041,0,0.030000000000000717,0.0,0.030000000000000717,0.007606626304619814,0.030000000000000717,0.007606626304619814
2022-04-13 05:15:00,2022-04-13,5,0.030000000000000717,0.0027777777777777783,0.0007677894190305784,0.007606626304619814,0.005916264903593188,0.005916264903593188,0.0041,15,0.030000000000000717,0.007606626304619814,0.030000000000000717,0.007606626304619814,0.030000000000000717,0.007606626304619814
2022-04-13 05:30:00,2022-04-13,5,0.030000000000000717,0.0027777777777777783,0.0007677894190305784,0.007606626304619814,0.005916264903593188,0.005916264903593188,0.0041,30,0.030000000000000717,0.007606626304619814,0.030000000000000717,0.007606626304619814,0.030000000000000717,0.007606626304619814
2022-04-13 05:45:00,2022-04-13,5,0.030000000000000717,0.0027777777777777783,0.0007677894190305784,0.007606626304619814,0.005916264903593188,0.005916264903593188,0.0041,45,0.030000000000000717,0.007606626304619814,0.030000000000000717,0.007606626304619814,0.030000000000000717,0.08627923592956625
2022-04-13 06:00:00,2022-04-13,6,0.030616666666667382,0.10277777777777776,0.09757142916527496,0.08627923592956625,0.11355970853655772,0.06380045857010104,0.09435,0,0.030000000000000717,0.007606626304619814,0.030000000000000717,0.08627923592956625,0.030000000000000717,0.08627923592956625
2022-04-13 06:15:00,2022-04-13,6,0.2561277777777809,0.10277777777777776,0.09757142916527496,0.08627923592956625,0.11355970853655772,0.06380045857010104,0.09435,15,0.030616666666667382,0.08627923592956625,0.030000000000000717,0.08627923592956625,0.030000000000000717,0.08627923592956625
2022-04-13 06:30:00,2022-04-13,6,0.4722055555555557,0.10277777777777776,0.09757142916527496,0.08627923592956625,0.11355970853655772,0.06380045857010104,0.09435,30,0.2561277777777809,0.08627923592956625,0.030616666666667382,0.08627923592956625,0.030000000000000717,0.08627923592956625
2022-04-13 06:45:00,2022-04-13,6,0.8898277777777784,0.10277777777777776,0.09757142916527496,0.08627923592956625,0.11355970853655772,0.06380045857010104,0.09435,45,0.4722055555555557,0.08627923592956625,0.2561277777777809,0.08627923592956625,0.030616666666667382,0.2478987268135679
2022-04-13 07:00:00,2022-04-13,7,1.1282055555555526,0.25833333333333336,0.32925868358970395,0.2478987268135679,0.2481132745752947,0.1810370829693595,0.37331,0,0.8898277777777784,0.08627923592956625,0.4722055555555557,0.2478987268135679,0.2561277777777809,0.2478987268135679
2022-04-13 07:15:00,2022-04-13,7,2.2504277777777832,0.25833333333333336,0.32925868358970395,0.2478987268135679,0.2481132745752947,0.1810370829693595,0.37331,15,1.1282055555555526,0.2478987268135679,0.8898277777777784,0.2478987268135679,0.4722055555555557,0.2478987268135679
2022-04-13 07:30:00,2022-04-13,7,2.140744444444458,0.25833333333333336,0.32925868358970395,0.2478987268135679,0.2481132745752947,0.1810370829693595,0.37331,30,2.2504277777777832,0.2478987268135679,1.1282055555555526,0.2478987268135679,0.8898277777777784,0.2478987268135679
2022-04-13 07:45:00,2022-04-13,7,2.508966666666673,0.25833333333333336,0.32925868358970395,0.2478987268135679,0.2481132745752947,0.1810370829693595,0.37331,45,2.140744444444458,0.2478987268135679,2.2504277777777832,0.2478987268135679,1.1282055555555526,0.4477415365987387
2022-04-13 08:00:00,2022-04-13,8,3.309094444444439,0.23055555555555554,0.5593847451800724,0.4477415365987387,0.4653917987485077,0.3313383812804473,0.58254,0,2.508966666666673,0.2478987268135679,2.140744444444458,0.4477415365987387,2.2504277777777832,0.4477415365987387
2022-04-13 08:15:00,2022-04-13,8,4.17030000000001,0.23055555555555554,0.5593847451800724,0.4477415365987387,0.4653917987485077,0.3313383812804473,0.58254,15,3.309094444444439,0.4477415365987387,2.508966666666673,0.4477415365987387,2.140744444444458,0.4477415365987387
2022-04-13 08:30:00,2022-04-13,8,4.53842777777778,0.23055555555555554,0.5593847451800724,0.4477415365987387,0.4653917987485077,0.3313383812804473,0.58254,30,4.17030000000001,0.4477415365987387,3.309094444444439,0.4477415365987387,2.508966666666673,0.4477415365987387
2022-04-13 08:45:00,2022-04-13,8,4.878594444444467,0.23055555555555554,0.5593847451800724,0.4477415365987387,0.4653917987485077,0.3313383812804473,0.58254,45,4.53842777777778,0.4477415365987387,4.17030000000001,0.4477415365987387,3.309094444444439,0.6197413087461121
2022-04-13 09:00:00,2022-04-13,9,5.325850000000028,0.5055555555555555,0.7515046714113358,0.6197413087461121,0.7103106282899345,0.4912370428172894,0.78765,0,4.878594444444467,0.4477415365987387,4.53842777777778,0.6197413087461121,4.17030000000001,0.6197413087461121
2022-04-13 09:15:00,2022-04-13,9,5.812450000000004,0.5055555555555555,0.7515046714113358,0.6197413087461121,0.7103106282899345,0.4912370428172894,0.78765,15,5.325850000000028,0.6197413087461121,4.878594444444467,0.6197413087461121,4.53842777777778,0.6197413087461121
2022-04-13 09:30:00,2022-04-13,9,6.215611111111149,0.5055555555555555,0.7515046714113358,0.6197413087461121,0.7103106282899345,0.4912370428172894,0.78765,30,5.812450000000004,0.6197413087461121,5.325850000000028,0.6197413087461121,4.878594444444467,0.6197413087461121
2022-04-13 09:45:00,2022-04-13,9,6.59991666666669,0.5055555555555555,0.7515046714113358,0.6197413087461121,0.7103106282899345,0.4912370428172894,0.78765,45,6.215611111111149,0.6197413087461121,5.812450000000004,0.6197413087461121,5.325850000000028,0.7636939493420464
2022-04-13 10:00:00,2022-04-13,10,6.332055555555539,0.875,0.8887416176653165,0.7636939493420464,0.8441942304442351,0.6076160385837855,0.93124,0,6.59991666666669,0.6197413087461121,6.215611111111149,0.7636939493420464,5.812450000000004,0.7636939493420464
2022-04-13 10:15:00,2022-04-13,10,4.132744444444433,0.875,0.8887416176653165,0.7636939493420464,0.8441942304442351,0.6076160385837855,0.93124,15,6.332055555555539,0.7636939493420464,6.59991666666669,0.7636939493420464,6.215611111111149,0.7636939493420464
2022-04-13 10:30:00,2022-04-13,10,5.0853222222222385,0.875,0.8887416176653165,0.7636939493420464,0.8441942304442351,0.6076160385837855,0.93124,30,4.132744444444433,0.7636939493420464,6.332055555555539,0.7636939493420464,6.59991666666669,0.7636939493420464
2022-04-13 10:45:00,2022-04-13,10,6.759688888888874,0.875,0.8887416176653165,0.7636939493420464,0.8441942304442351,0.6076160385837855,0.93124,45,5.0853222222222385,0.7636939493420464,4.132744444444433,0.7636939493420464,6.332055555555539,0.8302407783725375
2022-04-13 11:00:00,2022-04-13,11,7.433066666666662,0.9638888888888888,0.9605679188251928,0.8302407783725375,0.932033504883028,0.6862939355828505,1.00098,0,6.759688888888874,0.7636939493420464,5.0853222222222385,0.8302407783725375,4.132744444444433,0.8302407783725375
2022-04-13 11:15:00,2022-04-13,11,7.769877777777759,0.9638888888888888,0.9605679188251928,0.8302407783725375,0.932033504883028,0.6862939355828505,1.00098,15,7.433066666666662,0.8302407783725375,6.759688888888874,0.8302407783725375,5.0853222222222385,0.8302407783725375
2022-04-13 11:30:00,2022-04-13,11,7.821300000000001,0.9638888888888888,0.9605679188251928,0.8302407783725375,0.932033504883028,0.6862939355828505,1.00098,30,7.769877777777759,0.8302407783725375,7.433066666666662,0.8302407783725375,6.759688888888874,0.8302407783725375
2022-04-13 11:45:00,2022-04-13,11,6.875111111111094,0.9638888888888888,0.9605679188251928,0.8302407783725375,0.932033504883028,0.6862939355828505,1.00098,45,7.821300000000001,0.8302407783725375,7.769877777777759,0.8302407783725375,7.433066666666662,0.8048736989908506
2022-04-13 12:00:00,2022-04-13,12,7.246383333333372,0.85,0.9617017138206724,0.8048736989908506,0.9405949776669399,0.6679242590155717,0.85329,0,6.875111111111094,0.8302407783725375,7.821300000000001,0.8048736989908506,7.769877777777759,0.8048736989908506
2022-04-13 12:15:00,2022-04-13,12,6.9589777777777755,0.85,0.9617017138206724,0.8048736989908506,0.9405949776669399,0.6679242590155717,0.85329,15,7.246383333333372,0.8048736989908506,6.875111111111094,0.8048736989908506,7.821300000000001,0.8048736989908506
2022-04-13 12:30:00,2022-04-13,12,3.7877222222222287,0.85,0.9617017138206724,0.8048736989908506,0.9405949776669399,0.6679242590155717,0.85329,30,6.9589777777777755,0.8048736989908506,7.246383333333372,0.8048736989908506,6.875111111111094,0.8048736989908506
2022-04-13 12:45:00,2022-04-13,12,7.161688888888898,0.85,0.9617017138206724,0.8048736989908506,0.9405949776669399,0.6679242590155717,0.85329,45,3.7877222222222287,0.8048736989908506,6.9589777777777755,0.8048736989908506,7.246383333333372,0.7948477767806782
2022-04-13 13:00:00,2022-04-13,13,6.8218055555555805,0.7055555555555556,0.8920746489672192,0.7948477767806782,0.8622559285795203,0.6323736813045642,0.94765,0,7.161688888888898,0.8048736989908506,3.7877222222222287,0.7948477767806782,6.9589777777777755,0.7948477767806782
2022-04-13 13:15:00,2022-04-13,13,6.5728111111111245,0.7055555555555556,0.8920746489672192,0.7948477767806782,0.8622559285795203,0.6323736813045642,0.94765,15,6.8218055555555805,0.7948477767806782,7.161688888888898,0.7948477767806782,3.7877222222222287,0.7948477767806782
2022-04-13 13:30:00,2022-04-13,13,6.327455555555559,0.7055555555555556,0.8920746489672192,0.7948477767806782,0.8622559285795203,0.6323736813045642,0.94765,30,6.5728111111111245,0.7948477767806782,6.8218055555555805,0.7948477767806782,7.161688888888898,0.7948477767806782
2022-04-13 13:45:00,2022-04-13,13,6.444622222222218,0.7055555555555556,0.8920746489672192,0.7948477767806782,0.8622559285795203,0.6323736813045642,0.94765,45,6.327455555555559,0.7948477767806782,6.5728111111111245,0.7948477767806782,6.8218055555555805,0.6763476350604739
2022-04-13 14:00:00,2022-04-13,14,6.085638888888929,0.7194444444444444,0.7568310361251552,0.6763476350604739,0.7365189746357141,0.5530678068371868,0.79586,0,6.444622222222218,0.7948477767806782,6.327455555555559,0.6763476350604739,6.5728111111111245,0.6763476350604739
2022-04-13 14:15:00,2022-04-13,14,5.856066666666679,0.7194444444444444,0.7568310361251552,0.6763476350604739,0.7365189746357141,0.5530678068371868,0.79586,15,6.085638888888929,0.6763476350604739,6.444622222222218,0.6763476350604739,6.327455555555559,0.6763476350604739
2022-04-13 14:30:00,2022-04-13,14,5.4479055555555895,0.7194444444444444,0.7568310361251552,0.6763476350604739,0.7365189746357141,0.5530678068371868,0.79586,30,5.856066666666679,0.6763476350604739,6.085638888888929,0.6763476350604739,6.444622222222218,0.6763476350604739
2022-04-13 14:45:00,2022-04-13,14,4.935055555555568,0.7194444444444444,0.7568310361251552,0.6763476350604739,0.7365189746357141,0.5530678068371868,0.79586,45,5.4479055555555895,0.6763476350604739,5.856066666666679,0.6763476350604739,6.085638888888929,0.502368673510331
2022-04-13 15:00:00,2022-04-13,15,4.574377777777791,0.3277777777777778,0.5663490165216863,0.502368673510331,0.5435401068745739,0.4198573226212795,0.61125,0,4.935055555555568,0.6763476350604739,5.4479055555555895,0.502368673510331,5.856066666666679,0.502368673510331
2022-04-13 15:15:00,2022-04-13,15,4.310666666666673,0.3277777777777778,0.5663490165216863,0.502368673510331,0.5435401068745739,0.4198573226212795,0.61125,15,4.574377777777791,0.502368673510331,4.935055555555568,0.502368673510331,5.4479055555555895,0.502368673510331
2022-04-13 15:30:00,2022-04-13,15,3.621072222222209,0.3277777777777778,0.5663490165216863,0.502368673510331,0.5435401068745739,0.4198573226212795,0.61125,30,4.310666666666673,0.502368673510331,4.574377777777791,0.502368673510331,4.935055555555568,0.502368673510331
2022-04-13 15:45:00,2022-04-13,15,3.271594444444418,0.3277777777777778,0.5663490165216863,0.502368673510331,0.5435401068745739,0.4198573226212795,0.61125,45,3.621072222222209,0.502368673510331,4.310666666666673,0.502368673510331,4.574377777777791,0.2948666034850733
2022-04-13 16:00:00,2022-04-13,16,2.6405500000000046,0.18611111111111112,0.3372503040439221,0.2948666034850733,0.30915708362835304,0.2366810238360229,0.38971999999999996,0,3.271594444444418,0.502368673510331,3.621072222222209,0.2948666034850733,4.310666666666673,0.2948666034850733
2022-04-13 16:15:00,2022-04-13,16,2.0775333333333257,0.18611111111111112,0.3372503040439221,0.2948666034850733,0.30915708362835304,0.2366810238360229,0.38971999999999996,15,2.6405500000000046,0.2948666034850733,3.271594444444418,0.2948666034850733,3.621072222222209,0.2948666034850733
2022-04-13 16:30:00,2022-04-13,16,1.559644444444425,0.18611111111111112,0.3372503040439221,0.2948666034850733,0.30915708362835304,0.2366810238360229,0.38971999999999996,30,2.0775333333333257,0.2948666034850733,2.6405500000000046,0.2948666034850733,3.271594444444418,0.2948666034850733
2022-04-13 16:45:00,2022-04-13,16,1.2915055555555626,0.18611111111111112,0.3372503040439221,0.2948666034850733,0.30915708362835304,0.2366810238360229,0.38971999999999996,45,1.559644444444425,0.2948666034850733,2.0775333333333257,0.2948666034850733,2.6405500000000046,0.08156915505042396
2022-04-13 17:00:00,2022-04-13,17,0.9271499999999708,0.05555555555555556,0.1044215318929915,0.08156915505042396,0.09213515474860796,0.06661529789226305,0.14769000000000002,0,1.2915055555555626,0.2948666034850733,1.559644444444425,0.08156915505042396,2.0775333333333257,0.08156915505042396
2022-04-13 17:15:00,2022-04-13,17,0.7009777777777679,0.05555555555555556,0.1044215318929915,0.08156915505042396,0.09213515474860796,0.06661529789226305,0.14769000000000002,15,0.9271499999999708,0.08156915505042396,1.2915055555555626,0.08156915505042396,1.559644444444425,0.08156915505042396
2022-04-13 17:30:00,2022-04-13,17,0.428665925514173,0.05555555555555556,0.1044215318929915,0.08156915505042396,0.09213515474860796,0.06661529789226305,0.14769000000000002,30,0.7009777777777679,0.08156915505042396,0.9271499999999708,0.08156915505042396,1.2915055555555626,0.08156915505042396
2022-04-13 17:45:00,2022-04-13,17,0.1057388888888899,0.05555555555555556,0.1044215318929915,0.08156915505042396,0.09213515474860796,0.06661529789226305,0.14769000000000002,45,0.428665925514173,0.08156915505042396,0.7009777777777679,0.08156915505042396,0.9271499999999708,0.0037935603451259296
