index,expDate,model,domain,level,variable,lat,lng,obsDay,fHour,data,TIME_TO_INTERVAL,hour,date,Date,ForecastBeforeDays
2021042403,2021-04-25,msm.nc.v3,,sfc,dswrf,24.066582999999998,120.560722,3,96,0.0,2021-04-24 03:0:00,3,2021-04-24,2021-04-24,-1 days
2021042404,2021-04-25,msm.nc.v3,,sfc,dswrf,24.066582999999998,120.560722,3,96,0.0,2021-04-24 04:0:00,4,2021-04-24,2021-04-24,-1 days
2021042405,2021-04-25,msm.nc.v3,,sfc,dswrf,24.066582999999998,120.560722,3,96,8.21,2021-04-24 05:0:00,5,2021-04-24,2021-04-24,-1 days
2021042406,2021-04-25,msm.nc.v3,,sfc,dswrf,24.066582999999998,120.560722,3,96,156.04,2021-04-24 06:0:00,6,2021-04-24,2021-04-24,-1 days
2021042407,2021-04-25,msm.nc.v3,,sfc,dswrf,24.066582999999998,120.560722,3,96,402.42,2021-04-24 07:0:00,7,2021-04-24,2021-04-24,-1 days
2021042408,2021-04-25,msm.nc.v3,,sfc,dswrf,24.066582999999998,120.560722,3,96,628.26,2021-04-24 08:0:00,8,2021-04-24,2021-04-24,-1 days
2021042409,2021-04-25,msm.nc.v3,,sfc,dswrf,24.066582999999998,120.560722,3,96,817.15,2021-04-24 09:0:00,9,2021-04-24,2021-04-24,-1 days
2021042410,2021-04-25,msm.nc.v3,,sfc,dswrf,24.066582999999998,120.560722,3,96,952.66,2021-04-24 10:0:00,10,2021-04-24,2021-04-24,-1 days
2021042411,2021-04-25,msm.nc.v3,,sfc,dswrf,24.066582999999998,120.560722,3,96,1022.47,2021-04-24 11:0:00,11,2021-04-24,2021-04-24,-1 days
2021042412,2021-04-25,msm.nc.v3,,sfc,dswrf,24.066582999999998,120.560722,3,96,1022.47,2021-04-24 12:0:00,12,2021-04-24,2021-04-24,-1 days
2021042413,2021-04-25,msm.nc.v3,,sfc,dswrf,24.066582999999998,120.560722,3,96,948.56,2021-04-24 13:0:00,13,2021-04-24,2021-04-24,-1 days
2021042414,2021-04-25,msm.nc.v3,,sfc,dswrf,24.066582999999998,120.560722,3,96,821.26,2021-04-24 14:0:00,14,2021-04-24,2021-04-24,-1 days
2021042415,2021-04-25,msm.nc.v3,,sfc,dswrf,24.066582999999998,120.560722,3,96,632.37,2021-04-24 15:0:00,15,2021-04-24,2021-04-24,-1 days
2021042416,2021-04-25,msm.nc.v3,,sfc,dswrf,24.066582999999998,120.560722,3,96,406.52,2021-04-24 16:0:00,16,2021-04-24,2021-04-24,-1 days
2021042417,2021-04-25,msm.nc.v3,,sfc,dswrf,24.066582999999998,120.560722,3,96,160.15,2021-04-24 17:0:00,17,2021-04-24,2021-04-24,-1 days
2021042418,2021-04-25,msm.nc.v3,,sfc,dswrf,24.066582999999998,120.560722,3,96,12.32,2021-04-24 18:0:00,18,2021-04-24,2021-04-24,-1 days
2021042419,2021-04-25,msm.nc.v3,,sfc,dswrf,24.066582999999998,120.560722,3,96,0.0,2021-04-24 19:0:00,19,2021-04-24,2021-04-24,-1 days
2021042420,2021-04-25,msm.nc.v3,,sfc,dswrf,24.066582999999998,120.560722,3,96,0.0,2021-04-24 20:0:00,20,2021-04-24,2021-04-24,-1 days
2021042421,2021-04-25,msm.nc.v3,,sfc,dswrf,24.066582999999998,120.560722,3,96,0.0,2021-04-24 21:0:00,21,2021-04-24,2021-04-24,-1 days
2021042422,2021-04-25,msm.nc.v3,,sfc,dswrf,24.066582999999998,120.560722,3,96,0.0,2021-04-24 22:0:00,22,2021-04-24,2021-04-24,-1 days
2021042423,2021-04-25,msm.nc.v3,,sfc,dswrf,24.066582999999998,120.560722,3,96,0.0,2021-04-24 23:0:00,23,2021-04-24,2021-04-24,-1 days
2021042500,2021-04-26,msm.nc.v3,,sfc,dswrf,24.066582999999998,120.560722,3,96,0.0,2021-04-25 00:0:00,0,2021-04-25,2021-04-25,-1 days
2021042501,2021-04-26,msm.nc.v3,,sfc,dswrf,24.066582999999998,120.560722,3,96,0.0,2021-04-25 01:0:00,1,2021-04-25,2021-04-25,-1 days
2021042502,2021-04-26,msm.nc.v3,,sfc,dswrf,24.066582999999998,120.560722,3,96,4.0,2021-04-25 02:0:00,2,2021-04-25,2021-04-25,-1 days
2021042503,2021-04-26,msm.nc.v3,,sfc,dswrf,24.066582999999998,120.560722,3,96,0.0,2021-04-25 03:0:00,3,2021-04-25,2021-04-25,-1 days
2021042504,2021-04-26,msm.nc.v3,,sfc,dswrf,24.066582999999998,120.560722,3,96,0.0,2021-04-25 04:0:00,4,2021-04-25,2021-04-25,-1 days
2021042505,2021-04-26,msm.nc.v3,,sfc,dswrf,24.066582999999998,120.560722,3,96,0.0,2021-04-25 05:0:00,5,2021-04-25,2021-04-25,-1 days
2021042506,2021-04-26,msm.nc.v3,,sfc,dswrf,24.066582999999998,120.560722,3,96,48.0,2021-04-25 06:0:00,6,2021-04-25,2021-04-25,-1 days
2021042507,2021-04-26,msm.nc.v3,,sfc,dswrf,24.066582999999998,120.560722,3,96,8.0,2021-04-25 07:0:00,7,2021-04-25,2021-04-25,-1 days
2021042508,2021-04-26,msm.nc.v3,,sfc,dswrf,24.066582999999998,120.560722,3,96,120.0,2021-04-25 08:0:00,8,2021-04-25,2021-04-25,-1 days
2021042509,2021-04-26,msm.nc.v3,,sfc,dswrf,24.066582999999998,120.560722,3,96,156.0,2021-04-25 09:0:00,9,2021-04-25,2021-04-25,-1 days
2021042510,2021-04-26,msm.nc.v3,,sfc,dswrf,24.066582999999998,120.560722,3,96,60.0,2021-04-25 10:0:00,10,2021-04-25,2021-04-25,-1 days
2021042511,2021-04-26,msm.nc.v3,,sfc,dswrf,24.066582999999998,120.560722,3,96,40.0,2021-04-25 11:0:00,11,2021-04-25,2021-04-25,-1 days
2021042512,2021-04-26,msm.nc.v3,,sfc,dswrf,24.066582999999998,120.560722,3,96,36.0,2021-04-25 12:0:00,12,2021-04-25,2021-04-25,-1 days
2021042513,2021-04-26,msm.nc.v3,,sfc,dswrf,24.066582999999998,120.560722,3,96,16.0,2021-04-25 13:0:00,13,2021-04-25,2021-04-25,-1 days
